"Step","reverse_pb_eval1_parentsampling_seed1 - cover_rate_5step","reverse_pb_eval1_parentsampling_seed2 - cover_rate_5step","reverse_pb_eval1_parentsampling_seed3 - cover_rate_5step"
"78960000","0.35420000000000007","0.4614","0.5456"
"79020000","0.3586","0.44959999999999994","0.5398000000000001"
"79080000","0.3748","0.4744","0.5444"
"79140000","0.3514","0.4778","0.52"
"79200000","0.3612","0.4676","0.5297999999999999"
"79260000","0.362","0.4738","0.51"
"79320000","0.3812","0.448","0.5367999999999999"
"79380000","0.3496","0.4654","0.503"
"79440000","0.3454","0.4504","0.4953999999999999"
"79500000","0.3616","0.4624","0.5084000000000001"
"79560000","0.363","0.4554","0.5422"
"79620000","0.3524","0.4412","0.5224"
"79680000","0.3522","0.4592","0.5344"
"79740000","0.3636","0.4862","0.5352"
"79800000","0.3526","0.46879999999999994","0.5216"
"79860000","0.3612","0.4572000000000001","0.557"
"79920000","0.3762","0.46220000000000006","0.5095999999999999"
"79980000","0.357","0.4508","0.5381999999999999"
